monat,jahr,meldestelle_code,tarifverbund_id,angebot_gruppe,umsatz_eur
8,2025,MS-NUE-002,3,130,31532.15
11,2024,MS-HAM-005,9,120,26671.08
9,2024,MS-DUI-001,3,130,19181.15
11,2025,MS-DUI-005,13,130,3521.21
3,2024,MS-ESS-003,13,110,27952.72
12,2024,MS-HAJ-006,19,110,8774.61
2,2025,MS-BER-006,13,100,8061.12
10,2025,MS-CGN-002,11,200,7957.57
9,2024,MS-BER-004,16,110,30941.27
10,2024,MS-DUI-004,18,100,22821.91
2,2025,MS-STR-004,17,200,33668.21
12,2025,MS-LEJ-006,14,100,15213.77
5,2024,MS-BER-004,11,130,17843.31
1,2025,MS-DUI-005,9,130,11136.74
11,2024,MS-BER-001,13,120,9379.24
4,2025,MS-NUE-005,13,100,32710.19
10,2025,MS-ESS-001,5,210,12982.29
3,2025,MS-HAM-003,10,110,26185.68
9,2025,MS-ESS-004,4,110,11369.09
1,2024,MS-DRS-005,4,100,21061.74
3,2025,MS-HAJ-004,9,100,17548.44
3,2025,MS-HAJ-003,2,120,7863.35
5,2024,MS-FRA-003,17,100,2274.11
11,2025,MS-BER-002,16,120,22234.67
10,2024,MS-LEJ-004,18,130,4293.92
12,2025,MS-DRS-001,2,120,34303.29
4,2024,MS-MUC-004,10,210,25219.82
8,2025,MS-LEJ-005,11,200,3297.6
10,2025,MS-NUE-006,10,200,20454.24
5,2025,MS-ESS-002,10,200,28032.41
12,2024,MS-DTM-005,8,100,11217.22
3,2024,MS-DUS-002,15,200,19756.66
10,2025,MS-ESS-004,17,130,33549.6
11,2024,MS-FRA-005,16,200,2928.61
2,2025,MS-HAM-006,3,120,4646.06
1,2025,MS-LEJ-002,7,120,27434.01
11,2024,MS-HAJ-003,16,200,31655.1
12,2025,MS-NUE-004,15,200,25333.1
9,2025,MS-DUI-006,12,110,22189.12
6,2025,MS-HAJ-001,1,210,11337.92
4,2024,MS-DUI-004,7,100,20814.34
8,2025,MS-LEJ-007,1,130,19138.46
7,2024,MS-NUE-003,6,200,28458.53
4,2024,MS-LEJ-005,18,210,34755.26
5,2024,MS-LEJ-005,20,100,14583.89
4,2025,MS-BER-005,18,110,24072.56
11,2024,MS-BER-003,20,130,32109.03
2,2025,MS-STR-005,12,110,15808.22
3,2024,MS-LEJ-007,4,200,31286.62
2,2024,MS-MUC-005,8,130,7381.96
5,2024,MS-DTM-004,5,130,2279.29
3,2025,MS-STR-005,8,210,32515.51
12,2025,MS-ESS-002,8,110,33727.0
11,2024,MS-CGN-002,20,130,31825.46
5,2024,MS-BRE-002,6,100,8288.94
7,2024,MS-CGN-002,4,130,26748.4
9,2025,MS-LEJ-001,11,210,14118.74
12,2024,MS-FRA-007,7,210,10416.58
7,2024,MS-STR-004,11,110,9964.37
1,2024,MS-ESS-001,16,110,24662.08
4,2025,MS-DRS-005,19,120,4945.6
8,2024,MS-DUI-006,11,100,32908.12
11,2024,MS-DRS-003,2,210,29307.22
11,2024,MS-STR-002,17,100,16177.36
4,2025,MS-ESS-004,18,120,25374.66
8,2025,MS-ESS-004,15,130,30457.73
9,2024,MS-NUE-004,14,210,29821.58
11,2024,MS-LEJ-006,11,100,13375.98
9,2025,MS-DUI-003,8,120,2527.08
10,2024,MS-DRS-003,4,100,32099.32
8,2025,MS-DRS-003,14,210,15304.87
6,2025,MS-STR-005,6,130,16651.72
12,2024,MS-FRA-002,3,120,9801.87
9,2024,MS-DRS-004,10,130,12146.07
7,2024,MS-FRA-001,12,120,16456.26
3,2024,MS-DUI-001,20,110,5032.3
5,2024,MS-DUI-002,12,210,6604.29
5,2024,MS-DRS-005,4,200,14113.04
12,2024,MS-DUS-003,4,130,15014.59
2,2025,MS-DTM-005,3,130,1909.79
1,2024,MS-LEJ-007,20,130,24471.93
9,2025,MS-ESS-001,12,100,18099.73
5,2025,MS-HAM-002,1,100,31847.25
8,2025,MS-CGN-003,6,110,3675.28
7,2025,MS-ESS-001,10,200,16619.9
11,2025,MS-DUS-001,13,120,32217.93
11,2024,MS-ESS-003,20,130,14220.25
10,2025,MS-CGN-002,15,100,31197.61
7,2025,MS-CGN-003,6,120,34660.71
1,2025,MS-DRS-001,12,200,24317.3
6,2024,MS-MUC-003,11,130,18877.11
7,2024,MS-LEJ-007,6,120,28726.98
9,2025,MS-MUC-005,3,120,7615.46
7,2025,MS-NUE-005,8,120,3729.16
12,2025,MS-MUC-005,15,200,17416.16
6,2024,MS-HAM-007,20,200,32082.96
12,2025,MS-FRA-002,15,200,14944.44
10,2024,MS-HAM-005,11,200,34253.4
5,2024,MS-HAJ-002,10,120,28607.47
8,2024,MS-STR-004,10,110,29569.74
2,2025,MS-FRA-005,4,100,3774.37
12,2024,MS-MUC-001,2,100,16807.49
7,2024,MS-FRA-007,3,110,2993.75
6,2024,MS-LEJ-007,15,130,34439.69
2,2024,MS-STR-001,8,210,5079.91
5,2024,MS-CGN-001,18,130,814.37
11,2025,MS-LEJ-002,8,110,5747.46
3,2025,MS-BER-003,12,110,13144.94
3,2024,MS-NUE-006,13,120,3264.58
11,2024,MS-DUI-005,16,110,18161.35
11,2025,MS-HAM-005,12,200,26324.03
7,2024,MS-NUE-004,14,130,4439.88
9,2024,MS-ESS-002,12,210,25603.96
10,2024,MS-DUS-004,2,130,5731.98
5,2024,MS-BER-005,9,110,13317.48
5,2024,MS-DUI-004,16,120,14608.02
10,2025,MS-DRS-002,11,110,11820.84
5,2025,MS-NUE-005,11,110,13353.74
7,2025,MS-BER-002,17,200,10642.49
8,2024,MS-HAM-005,4,130,32419.71
4,2024,MS-BRE-002,13,100,19571.81
6,2024,MS-HAM-002,11,200,32085.99
3,2025,MS-NUE-003,9,100,6728.71
9,2025,MS-ESS-004,11,210,7718.42
2,2024,MS-NUE-005,18,110,14367.67
7,2025,MS-BER-004,2,120,18176.11
6,2025,MS-ESS-002,3,130,1571.43
2,2024,MS-DRS-003,20,120,21537.9
9,2024,MS-FRA-001,7,110,24761.28
2,2025,MS-ESS-002,20,210,25993.33
5,2025,MS-DRS-005,4,130,12338.22
11,2025,MS-BRE-003,2,100,20457.77
9,2025,MS-NUE-003,4,100,1611.31
12,2024,MS-DUI-003,1,210,11062.07
8,2024,MS-HAM-001,13,100,29035.36
9,2025,MS-DRS-001,6,200,24361.76
8,2024,MS-DUS-003,16,130,21895.52
12,2024,MS-FRA-007,13,130,28428.78
2,2024,MS-HAJ-002,19,210,14922.97
12,2025,MS-BRE-003,14,130,16896.2
6,2024,MS-DRS-004,4,200,16349.25
1,2024,MS-MUC-002,15,200,29571.42
8,2024,MS-ESS-001,18,130,11779.28
10,2025,MS-LEJ-002,3,210,19961.86
3,2024,MS-HAJ-002,20,110,10797.31
8,2025,MS-DTM-001,17,210,18811.06
9,2024,MS-HAJ-004,12,100,6971.65
4,2025,MS-LEJ-007,6,100,7877.8
10,2025,MS-FRA-004,4,100,17433.07
6,2024,MS-ESS-001,12,130,8518.4
5,2024,MS-DRS-005,19,210,32495.2
1,2025,MS-FRA-003,7,110,14912.15
1,2025,MS-CGN-003,13,100,24629.24
7,2025,MS-HAM-002,2,110,11593.04
11,2024,MS-FRA-006,3,200,866.22
10,2024,MS-DRS-003,1,100,32589.33
11,2024,MS-STR-002,17,200,11007.82
4,2024,MS-DRS-004,7,130,2783.82
9,2024,MS-BER-007,4,200,24510.73
3,2024,MS-LEJ-006,1,210,29441.61
12,2024,MS-DUI-001,11,210,24769.42
2,2025,MS-HAJ-005,14,130,26672.6
8,2025,MS-DTM-001,19,210,12007.29
5,2024,MS-DUI-004,18,120,27982.16
8,2024,MS-FRA-007,5,110,16303.55
11,2025,MS-NUE-003,8,110,24245.38
3,2025,MS-MUC-002,19,210,31651.29
7,2025,MS-MUC-002,3,100,13922.45
1,2025,MS-NUE-001,6,120,24967.33
11,2024,MS-LEJ-004,20,130,16409.98
5,2025,MS-DTM-005,14,120,23744.16
1,2025,MS-STR-003,7,120,15499.31
9,2025,MS-FRA-006,15,200,25712.74
4,2024,MS-FRA-003,14,200,24807.07
12,2025,MS-HAM-005,15,120,13240.77
4,2024,MS-ESS-001,16,210,3342.46
3,2025,MS-LEJ-006,13,200,3846.31
7,2025,MS-FRA-002,6,100,12254.3
2,2025,MS-ESS-003,20,200,17819.4
11,2024,MS-FRA-007,16,120,27269.35
12,2024,MS-HAM-001,8,210,23179.74
2,2024,MS-HAM-006,1,110,13713.29
4,2025,MS-HAM-007,16,200,23178.12
12,2024,MS-ESS-002,5,110,6033.81
12,2024,MS-MUC-001,18,210,9775.39
1,2024,MS-MUC-004,12,110,1585.32
4,2025,MS-DUS-003,14,120,34964.71
9,2024,MS-LEJ-005,17,120,4924.49
7,2025,MS-FRA-006,15,210,20571.33
4,2025,MS-NUE-001,18,100,29782.9
3,2025,MS-NUE-003,11,100,21737.59
6,2025,MS-LEJ-004,18,130,11403.83
3,2024,MS-DUS-004,15,110,34727.99
4,2024,MS-HAJ-005,18,130,34929.35
10,2025,MS-STR-001,19,200,18299.42
9,2025,MS-MUC-004,3,110,5590.61
6,2025,MS-HAM-003,15,100,20154.01
6,2024,MS-NUE-006,7,100,33437.26
10,2025,MS-FRA-003,15,200,2563.62
1,2025,MS-DRS-004,20,100,28537.44
9,2024,MS-DUI-001,9,210,2877.25
3,2025,MS-MUC-005,4,200,15028.43
9,2024,MS-HAM-006,1,110,4687.79
6,2024,MS-HAM-005,17,120,18377.3
8,2024,MS-DUI-004,4,200,28521.91
7,2025,MS-DRS-002,17,120,6701.68
3,2025,MS-HAM-004,15,210,21299.59
6,2024,MS-BER-006,15,120,32655.5
1,2024,MS-NUE-001,3,120,28706.78
11,2024,MS-DRS-004,7,120,2176.46
12,2024,MS-STR-001,12,130,10239.76
6,2025,MS-FRA-005,14,120,6002.08
12,2024,MS-ESS-001,8,200,1789.41
5,2024,MS-DTM-005,17,100,10249.62
10,2024,MS-CGN-002,18,200,30733.23
1,2024,MS-DTM-003,19,200,15767.6
10,2025,MS-ESS-003,3,110,3123.28
9,2024,MS-LEJ-005,19,200,28990.31
3,2024,MS-ESS-004,10,110,2102.94
2,2024,MS-ESS-001,1,130,17819.45
2,2024,MS-ESS-001,13,100,14444.59
11,2025,MS-MUC-002,7,100,23230.49
9,2025,MS-BER-005,7,110,18003.18
12,2024,MS-DUS-003,5,130,17213.1
1,2024,MS-HAJ-003,10,130,19124.91
11,2025,MS-MUC-005,11,100,31958.66
12,2024,MS-HAM-006,1,200,10736.51
6,2025,MS-LEJ-002,9,210,25055.39
3,2024,MS-DTM-002,12,120,32283.15
2,2025,MS-DUI-004,3,110,28084.73
6,2025,MS-DTM-002,6,110,15795.45
2,2025,MS-NUE-003,8,110,18649.31
6,2024,MS-NUE-005,19,210,17853.47
1,2024,MS-HAM-005,15,130,2780.85
7,2025,MS-DRS-001,5,130,33201.58
10,2025,MS-FRA-003,16,110,33270.91
9,2024,MS-DRS-005,16,210,9061.53
11,2025,MS-BER-002,17,120,24924.48
7,2024,MS-DUS-003,14,130,21578.84
2,2024,MS-DRS-005,10,100,20020.31
7,2025,MS-FRA-002,5,110,9795.41
3,2025,MS-NUE-006,15,200,4407.09
12,2024,MS-STR-005,7,100,21319.7
8,2024,MS-DRS-001,18,200,31629.26
12,2025,MS-BER-001,1,200,7685.05
11,2024,MS-BRE-001,4,130,19163.95
2,2025,MS-BER-005,14,210,9139.7
5,2025,MS-DUS-001,3,130,20032.2
11,2024,MS-HAJ-005,3,110,21051.33
5,2024,MS-MUC-004,4,120,25141.03
2,2024,MS-DRS-002,10,200,28943.86
7,2024,MS-HAM-005,5,210,18309.05
4,2024,MS-MUC-004,15,210,10397.36
8,2024,MS-FRA-006,1,120,30285.54
8,2024,MS-DTM-002,15,120,7235.23
6,2024,MS-HAJ-002,14,100,13304.98
2,2024,MS-LEJ-001,1,110,13105.22
12,2025,MS-FRA-003,7,200,27028.55
2,2025,MS-DUI-001,10,200,34407.57
4,2025,MS-HAJ-001,18,100,16342.51
2,2025,MS-ESS-002,20,200,14290.29
11,2025,MS-BRE-003,8,100,16499.4
2,2025,MS-DUS-004,15,130,5562.11
3,2024,MS-NUE-004,13,130,33791.79
2,2025,MS-BRE-002,4,130,14676.85
11,2024,MS-DUI-003,7,100,24530.29
7,2024,MS-BER-003,7,100,10050.3
2,2024,MS-BER-002,5,110,13679.46
9,2024,MS-NUE-006,6,210,16691.71
6,2025,MS-BRE-003,19,100,23011.08
1,2025,MS-FRA-003,5,100,20065.81
6,2024,MS-CGN-002,3,120,20368.41
7,2025,MS-STR-005,13,100,29073.54
4,2024,MS-HAJ-006,11,120,30926.82
9,2024,MS-CGN-002,6,200,13668.25
12,2025,MS-MUC-001,9,100,19583.57
7,2025,MS-BRE-002,19,120,27730.43
9,2024,MS-DUS-003,4,200,11072.16
7,2024,MS-BER-006,13,120,7040.49
10,2024,MS-FRA-003,5,130,33804.29
6,2024,MS-BER-004,18,110,10585.19
4,2024,MS-BER-004,18,110,838.28
5,2024,MS-BER-007,20,200,28374.53
7,2025,MS-MUC-004,11,200,21967.87
5,2025,MS-DTM-001,11,120,7475.65
6,2024,MS-ESS-002,20,210,29760.78
9,2024,MS-HAJ-003,12,110,29883.02
5,2025,MS-DUS-004,18,120,27287.72
1,2024,MS-DRS-003,5,130,32285.7
10,2025,MS-ESS-002,19,100,14620.34
1,2025,MS-HAJ-003,10,100,3024.96
5,2025,MS-BER-007,16,120,1528.91
3,2024,MS-ESS-003,15,110,12855.66
12,2024,MS-STR-002,1,100,1068.21
11,2024,MS-DRS-003,11,110,28108.47
6,2025,MS-DTM-005,17,110,16028.15
3,2024,MS-BRE-001,6,110,26014.36
12,2025,MS-HAM-002,6,130,25399.81
10,2024,MS-DUI-001,20,210,33310.09
10,2025,MS-ESS-003,17,210,10389.61
7,2024,MS-FRA-005,11,200,14734.79
7,2025,MS-HAM-003,12,100,2000.28
2,2024,MS-BER-005,5,110,27091.59
9,2025,MS-BRE-003,20,110,1332.38
5,2025,MS-NUE-001,7,130,23578.24
7,2025,MS-NUE-003,4,100,8791.99
8,2025,MS-HAM-005,15,110,31303.5
6,2025,MS-NUE-001,14,100,34237.44
3,2024,MS-FRA-006,11,100,14518.48
10,2024,MS-CGN-002,12,210,33592.35
4,2025,MS-DTM-002,16,120,30838.62
7,2024,MS-MUC-002,20,130,6099.62
2,2025,MS-HAJ-004,8,110,11354.53
10,2024,MS-NUE-001,16,130,20828.78
8,2024,MS-STR-005,20,130,33963.21
7,2024,MS-LEJ-001,6,130,21210.53
2,2025,MS-CGN-001,9,210,26410.01
3,2024,MS-BER-002,7,210,21265.27
2,2024,MS-HAM-001,4,210,13509.45
9,2025,MS-HAM-004,4,130,14281.33
6,2025,MS-CGN-003,16,130,23356.08
10,2024,MS-LEJ-007,12,100,1715.3
1,2025,MS-HAM-007,3,130,10725.37
8,2024,MS-DUI-006,15,200,30952.48
10,2024,MS-DUS-001,4,120,1171.02
3,2024,MS-FRA-005,3,120,24917.89
2,2025,MS-STR-002,1,110,18301.61
8,2025,MS-FRA-007,4,110,13801.74
1,2024,MS-DRS-001,11,120,1926.84
2,2024,MS-MUC-003,5,120,12399.4
2,2025,MS-MUC-002,19,130,6391.61
2,2024,MS-BRE-003,6,210,15773.0
1,2024,MS-LEJ-003,12,210,31433.29
12,2024,MS-DUI-006,10,200,28849.81
9,2024,MS-LEJ-006,7,130,5451.94
3,2024,MS-BRE-002,4,110,28719.85
8,2025,MS-MUC-005,11,110,23259.63
2,2024,MS-NUE-003,15,210,1583.05
6,2025,MS-HAM-001,7,130,24756.44
1,2025,MS-STR-001,9,130,13547.45
12,2024,MS-DTM-001,15,120,24784.36
12,2025,MS-DUI-003,7,110,8144.46
10,2025,MS-LEJ-006,12,100,27419.01
11,2024,MS-BER-003,11,110,17639.64
1,2024,MS-BER-006,18,130,16493.69
4,2025,MS-LEJ-006,20,210,25596.93
6,2024,MS-NUE-005,12,100,30426.21
11,2024,MS-HAM-003,1,130,19010.05
2,2024,MS-BER-006,11,200,28932.5
8,2024,MS-HAJ-004,8,210,1427.91
3,2025,MS-DUI-003,17,200,11811.39
8,2025,MS-DUS-002,10,200,25502.27
12,2024,MS-DRS-003,12,210,29223.2
11,2025,MS-HAJ-003,11,200,33802.81
2,2024,MS-STR-002,18,130,1123.19
6,2024,MS-MUC-002,11,200,17354.62
9,2025,MS-BRE-003,5,210,5839.56
6,2024,MS-HAJ-003,19,100,10476.33
10,2024,MS-CGN-002,14,120,3206.53
1,2024,MS-DTM-002,12,110,32528.95
12,2025,MS-DRS-003,1,110,33028.31
10,2024,MS-BER-003,2,120,14367.64
6,2025,MS-BRE-002,16,200,30475.57
6,2025,MS-DUS-004,13,120,895.38
4,2024,MS-DRS-003,6,130,14745.58
4,2025,MS-DUI-001,15,120,34333.21
4,2025,MS-FRA-002,2,130,34976.91
8,2025,MS-DUI-003,2,200,24096.44
6,2024,MS-NUE-001,16,130,7675.74
11,2025,MS-DTM-005,20,100,6538.47
2,2024,MS-BER-001,19,100,10091.06
7,2024,MS-NUE-002,16,120,22101.4
5,2025,MS-DUI-001,6,110,5018.58
11,2024,MS-NUE-002,9,120,30862.11
9,2025,MS-BRE-001,9,120,29075.74
11,2025,MS-LEJ-002,14,130,6072.31
6,2024,MS-ESS-004,9,200,16958.36
5,2024,MS-BRE-001,16,110,25544.68
12,2025,MS-LEJ-006,15,200,26573.07
8,2025,MS-DTM-005,1,200,18305.46
7,2025,MS-FRA-002,4,130,12019.25
1,2025,MS-BER-007,18,110,3845.64
3,2024,MS-DRS-004,6,110,8848.39
12,2024,MS-DRS-004,11,120,26745.05
4,2024,MS-DUS-003,18,110,17599.53
11,2025,MS-BRE-002,19,210,20693.48
2,2025,MS-DRS-005,1,130,29513.18
4,2025,MS-DUI-002,15,130,10110.13
9,2025,MS-MUC-004,19,200,29659.24
7,2025,MS-DRS-003,3,110,22501.69
10,2024,MS-LEJ-001,2,110,14850.18
9,2024,MS-BRE-003,6,110,18909.5
12,2025,MS-NUE-006,14,210,18577.82
6,2024,MS-DUI-003,6,100,14759.78
3,2025,MS-FRA-003,6,100,19713.81
11,2024,MS-MUC-001,13,130,28153.27
10,2024,MS-BRE-002,10,210,18484.84
12,2024,MS-STR-002,20,210,8007.22
4,2024,MS-DTM-001,19,130,24815.29
10,2025,MS-BER-002,17,210,9122.76
1,2025,MS-HAJ-006,1,120,27866.21
1,2025,MS-FRA-002,2,110,29903.17
5,2024,MS-FRA-002,8,210,25425.12
6,2024,MS-LEJ-003,17,210,5351.69
1,2024,MS-FRA-002,7,100,1797.68
11,2024,MS-NUE-002,1,200,33387.31
10,2025,MS-HAM-002,20,110,15062.01
4,2024,MS-FRA-003,13,120,2123.11
3,2024,MS-HAM-001,17,110,12247.36
1,2024,MS-BER-007,6,130,6515.83
2,2024,MS-MUC-003,13,130,27686.96
11,2025,MS-STR-002,13,110,11130.28
9,2025,MS-DUS-001,17,120,14166.24
9,2024,MS-BRE-003,10,200,21440.23
7,2025,MS-BER-006,14,130,7062.95
5,2025,MS-FRA-001,1,100,4412.63
9,2024,MS-DUI-003,20,110,3637.09
2,2025,MS-HAM-005,19,100,20357.73
10,2024,MS-MUC-001,7,120,6287.9
2,2024,MS-DTM-004,7,100,15321.14
9,2024,MS-DUS-001,7,110,8934.65
11,2024,MS-CGN-002,2,100,10904.55
4,2025,MS-ESS-002,10,120,29025.8
6,2024,MS-DUI-005,15,210,10167.44
2,2024,MS-DTM-003,4,130,22387.1
12,2025,MS-FRA-006,12,130,5658.0
6,2024,MS-HAM-002,12,120,1163.26
6,2024,MS-BRE-002,7,100,26143.63
11,2025,MS-ESS-002,4,130,9560.52
7,2025,MS-DRS-002,9,130,18126.7
11,2025,MS-DUI-003,20,100,14461.47
6,2024,MS-HAM-003,10,120,21223.06
10,2024,MS-HAM-003,17,120,32827.33
5,2024,MS-CGN-001,3,100,25983.74
1,2025,MS-MUC-004,18,200,8618.19
12,2024,MS-DUI-001,11,130,30967.07
12,2024,MS-LEJ-002,9,120,32632.69
10,2025,MS-DTM-003,1,200,5148.74
2,2024,MS-DTM-002,18,100,19435.82
6,2025,MS-HAM-005,13,110,13408.42
5,2024,MS-HAM-002,6,110,16633.66
5,2025,MS-HAM-006,10,120,542.8
3,2024,MS-MUC-001,4,210,2616.67
2,2024,MS-MUC-002,19,110,24233.2
3,2025,MS-BER-005,1,100,20800.1
12,2024,MS-NUE-005,14,120,26733.76
5,2025,MS-LEJ-002,17,110,11072.36
9,2025,MS-DUI-003,16,100,6744.54
8,2025,MS-LEJ-004,15,110,16958.47
11,2024,MS-BRE-001,15,200,34554.18
4,2025,MS-BRE-003,14,200,7001.49
2,2025,MS-LEJ-003,17,200,11231.31
3,2025,MS-FRA-002,2,130,22610.81
12,2024,MS-DRS-004,15,120,11514.73
12,2025,MS-MUC-005,1,200,20431.89
3,2025,MS-FRA-007,14,210,31822.72
9,2025,MS-DUS-002,13,130,18908.63
4,2024,MS-STR-005,2,200,22276.52
3,2024,MS-DTM-001,4,100,20333.36
3,2024,MS-HAM-004,3,110,31673.64
1,2024,MS-ESS-001,15,200,31430.25
12,2024,MS-NUE-004,12,100,5776.27
11,2025,MS-BER-001,19,210,10840.78
3,2025,MS-HAM-001,10,130,26400.18
12,2025,MS-ESS-004,19,100,19749.21
6,2024,MS-HAM-001,14,130,2081.73
5,2025,MS-LEJ-005,16,200,30590.67
7,2024,MS-HAJ-003,2,110,24615.95
12,2025,MS-DUI-002,9,100,28555.28
5,2025,MS-DTM-005,12,110,19996.01
6,2025,MS-HAJ-003,19,100,10242.89
8,2024,MS-DUS-002,3,120,22668.37
9,2024,MS-HAM-007,6,110,14624.03
9,2025,MS-BRE-003,10,200,31636.64
4,2025,MS-MUC-005,20,120,27436.16
12,2024,MS-DUS-002,16,120,28070.28
12,2024,MS-NUE-001,18,110,16406.84
4,2025,MS-HAM-002,1,100,5973.79
4,2025,MS-ESS-004,10,110,9330.72
6,2025,MS-DUI-006,5,130,24947.95
7,2025,MS-DUI-002,9,130,19345.2
10,2024,MS-HAJ-002,4,110,31884.23
7,2024,MS-DUI-004,4,110,12217.36
7,2024,MS-LEJ-006,12,200,19136.0
8,2025,MS-BER-005,16,100,2124.3
6,2025,MS-ESS-003,9,100,31012.85
5,2025,MS-FRA-003,10,200,15160.34
9,2024,MS-FRA-004,20,130,9099.03
2,2025,MS-LEJ-005,5,130,24462.69
3,2024,MS-LEJ-003,16,210,20508.96
2,2024,MS-LEJ-004,14,100,34247.35
11,2024,MS-HAM-005,3,130,22532.39
1,2024,MS-DTM-002,7,110,27321.65
7,2024,MS-BER-004,17,130,6675.49
11,2025,MS-HAJ-002,18,200,28654.0
10,2024,MS-BER-004,4,210,24362.03
7,2024,MS-STR-003,14,100,29672.2
6,2024,MS-FRA-001,10,210,23724.6
9,2024,MS-FRA-004,12,100,21887.73
9,2024,MS-CGN-003,3,120,30074.06
3,2025,MS-DTM-005,4,100,27731.53
3,2024,MS-HAM-006,12,120,16824.33
3,2024,MS-DRS-004,20,100,24469.8
1,2025,MS-DRS-001,4,120,27751.2
3,2024,MS-FRA-005,7,130,1925.85
10,2024,MS-ESS-004,2,210,30098.48
11,2024,MS-HAJ-001,4,210,899.26
10,2025,MS-DTM-005,11,200,3923.9
10,2025,MS-DRS-004,2,210,28352.6
3,2025,MS-MUC-002,9,100,18410.03
10,2024,MS-ESS-003,20,120,33892.57
7,2024,MS-DUS-003,4,200,32405.29
4,2024,MS-DRS-001,11,120,6042.08
6,2025,MS-HAM-001,6,130,34387.67
4,2024,MS-LEJ-003,20,210,23627.11
10,2024,MS-HAJ-003,9,200,11488.45
5,2024,MS-HAM-005,8,100,15536.5
7,2024,MS-NUE-002,17,110,34304.2
10,2024,MS-LEJ-002,8,100,26926.06
5,2025,MS-LEJ-002,3,120,13340.49
4,2025,MS-HAJ-002,2,110,16364.07
3,2024,MS-DTM-004,8,200,32153.56
3,2025,MS-NUE-001,19,130,15175.42
8,2025,MS-DUS-004,13,100,25683.63
8,2024,MS-DTM-005,1,120,1450.2
7,2024,MS-HAM-001,20,110,13870.67
3,2024,MS-FRA-003,2,100,30734.06
7,2025,MS-ESS-004,2,100,30875.42
9,2024,MS-BER-007,15,210,24681.79
2,2024,MS-CGN-001,3,110,29865.29
7,2025,MS-DUS-002,5,120,3200.38
3,2025,MS-BRE-001,15,210,8968.92
11,2024,MS-STR-004,4,110,33960.05
3,2024,MS-MUC-004,9,130,3801.66
12,2025,MS-LEJ-005,20,210,24269.08
2,2025,MS-LEJ-007,1,110,24434.53
10,2025,MS-LEJ-007,13,100,31766.52
5,2025,MS-LEJ-004,5,110,18314.87
12,2025,MS-MUC-002,10,100,33381.13
10,2024,MS-CGN-001,15,120,13638.8
2,2025,MS-HAM-004,20,200,27587.11
11,2025,MS-DUI-002,2,100,34199.07
11,2024,MS-ESS-002,2,130,16687.87
5,2025,MS-FRA-002,7,120,21767.24
12,2024,MS-ESS-004,13,130,19539.73
2,2025,MS-DTM-001,5,130,21211.31
4,2025,MS-BER-007,16,100,11509.77
3,2025,MS-LEJ-007,20,210,13921.51
5,2024,MS-DTM-001,12,210,7456.34
1,2024,MS-DTM-003,3,110,19326.12
2,2024,MS-DTM-005,12,100,13724.5
5,2024,MS-HAM-003,11,120,11896.02
4,2024,MS-DUS-003,6,110,28247.31
5,2025,MS-CGN-002,18,200,6289.81
6,2025,MS-HAM-002,14,100,30058.76
8,2024,MS-STR-005,3,210,12971.3
3,2025,MS-FRA-007,17,210,31148.8
5,2025,MS-CGN-003,18,130,11789.29
10,2024,MS-STR-003,1,210,28415.96
12,2025,MS-CGN-001,2,130,34877.44
1,2024,MS-STR-003,4,120,5792.52
7,2024,MS-ESS-002,8,200,1620.53
6,2024,MS-DUI-003,11,200,14488.96
11,2024,MS-STR-002,18,120,10464.71
11,2025,MS-BER-005,11,120,18758.2
12,2024,MS-ESS-003,3,130,16439.39
1,2024,MS-DUS-003,12,130,31193.94
7,2025,MS-DUS-002,18,130,7791.18
12,2025,MS-FRA-006,5,210,27966.92
12,2024,MS-STR-003,18,200,30438.34
6,2024,MS-BER-002,1,210,847.95
5,2024,MS-LEJ-006,7,130,24262.98
11,2024,MS-DUS-001,11,210,28630.27
4,2025,MS-CGN-002,2,130,16270.92
6,2024,MS-BER-003,9,100,14909.4
7,2024,MS-DUI-004,5,110,6063.63
6,2025,MS-FRA-003,20,200,8215.25
11,2024,MS-ESS-002,1,100,16681.48
12,2025,MS-LEJ-003,7,100,6103.29
3,2025,MS-LEJ-002,6,200,12553.97
4,2025,MS-DRS-001,11,130,18160.77
7,2025,MS-DUI-004,13,110,12851.99
2,2024,MS-HAJ-005,2,110,10584.93
11,2025,MS-HAM-003,14,110,23982.68
3,2024,MS-DRS-003,4,200,13291.78
3,2024,MS-NUE-003,4,200,1337.62
7,2025,MS-LEJ-006,2,110,26284.3
10,2025,MS-BER-003,5,110,4712.81
2,2025,MS-DRS-003,16,120,33460.44
6,2025,MS-DRS-004,1,110,8733.84
3,2025,MS-NUE-002,8,210,6936.64
2,2024,MS-FRA-001,8,120,27220.8
3,2025,MS-BER-007,18,210,2841.14
10,2025,MS-DRS-004,11,100,17417.23
9,2025,MS-BER-003,17,120,21355.83
4,2025,MS-ESS-004,18,200,29403.17
12,2024,MS-DUS-002,10,210,4232.08
12,2025,MS-MUC-003,19,210,31054.85
4,2024,MS-DUI-006,9,100,32083.87
6,2024,MS-DRS-003,6,110,11641.49
3,2025,MS-FRA-004,13,130,13089.73
6,2024,MS-DTM-003,6,100,22881.97
12,2025,MS-HAM-006,19,130,34175.17
6,2025,MS-DRS-003,14,100,33872.87
11,2024,MS-BER-002,17,120,5679.99
10,2024,MS-DUS-003,13,210,11400.62
