monat,jahr,meldestelle_code,tarifverbund_id,ticket_code,anzahl,preis_eur,umsatz_eur,gueltig_ab,plz
1,2024,MS-DUI-001,6,2,250,58.0,14500.0,2025-11-20,12421
5,2024,MS-FRA-004,13,3,81,63.0,5103.0,2025-01-13,89729
4,2025,MS-BER-003,19,1,101,49.0,4949.0,2025-03-12,16726
9,2025,MS-BER-007,10,5,74,39.0,2886.0,2024-01-20,95851
5,2025,MS-DTM-002,14,3,22,63.0,1386.0,2024-12-05,66810
8,2024,MS-NUE-006,5,2,17,58.0,986.0,2024-01-13,28167
5,2024,MS-NUE-006,5,5,73,39.0,2847.0,2024-10-30,56744
1,2025,MS-DRS-004,10,2,214,58.0,12412.0,2025-09-24,3875
9,2024,MS-BER-003,7,4,153,49.0,7497.0,2025-12-01,64811
1,2025,MS-BER-007,1,1,5,49.0,245.0,2024-12-02,95271
8,2025,MS-DUI-003,2,2,245,58.0,14210.0,2025-03-18,65743
5,2025,MS-DTM-001,5,2,218,58.0,12644.0,2024-04-27,97519
11,2025,MS-HAJ-005,20,2,182,58.0,10556.0,2025-05-27,95271
10,2025,MS-DRS-002,19,2,220,58.0,12760.0,2024-10-27,14468
10,2025,MS-BRE-002,7,3,126,63.0,7938.0,2024-05-08,29690
12,2024,MS-HAM-004,11,2,203,58.0,11774.0,2025-11-19,97519
6,2024,MS-DRS-002,19,3,145,63.0,9135.0,2024-03-11,55280
6,2025,MS-HAJ-006,4,1,14,49.0,686.0,2024-03-20,8544
5,2025,MS-DTM-002,15,3,21,63.0,1323.0,2024-07-02,60955
8,2025,MS-STR-002,16,5,183,39.0,7137.0,2025-07-07,34961
12,2024,MS-HAM-001,5,1,211,49.0,10339.0,2025-11-30,43804
9,2024,MS-HAJ-002,2,4,247,49.0,12103.0,2025-06-18,8473
12,2025,MS-HAM-002,16,5,190,39.0,7410.0,2024-08-28,28162
6,2024,MS-HAM-001,20,1,206,49.0,10094.0,2025-01-12,6699
8,2025,MS-STR-001,6,2,246,58.0,14268.0,2024-05-28,27740
12,2024,MS-MUC-004,13,1,28,49.0,1372.0,2025-04-09,88147
3,2025,MS-LEJ-004,20,5,138,39.0,5382.0,2024-07-30,28089
10,2024,MS-NUE-006,3,2,74,58.0,4292.0,2024-06-01,46141
9,2025,MS-FRA-003,20,1,189,49.0,9261.0,2025-03-04,22007
6,2025,MS-LEJ-005,16,2,117,58.0,6786.0,2025-06-07,76149
4,2025,MS-BER-003,5,2,174,58.0,10092.0,2025-08-29,36808
8,2025,MS-BRE-003,3,3,105,63.0,6615.0,2025-04-27,44712
11,2024,MS-DUI-002,2,5,44,39.0,1716.0,2024-05-05,47484
1,2025,MS-MUC-001,17,2,216,58.0,12528.0,2024-06-09,66243
1,2025,MS-FRA-003,4,4,156,49.0,7644.0,2024-10-22,8822
5,2025,MS-STR-002,9,1,142,49.0,6958.0,2025-06-27,26934
11,2025,MS-DRS-001,14,3,26,63.0,1638.0,2025-01-17,21624
2,2024,MS-HAJ-004,13,3,241,63.0,15183.0,2024-12-14,19431
2,2024,MS-NUE-006,10,1,98,49.0,4802.0,2024-03-27,66927
4,2025,MS-HAJ-004,14,1,146,49.0,7154.0,2025-10-31,19077
9,2024,MS-ESS-002,10,1,166,49.0,8134.0,2024-08-16,21624
3,2024,MS-ESS-003,8,3,87,63.0,5481.0,2024-12-03,19467
4,2025,MS-DUI-003,15,2,7,58.0,406.0,2025-12-24,9406
7,2025,MS-BER-003,1,4,186,49.0,9114.0,2024-10-27,27286
10,2024,MS-FRA-001,5,3,150,63.0,9450.0,2025-05-18,35931
8,2025,MS-BER-007,15,1,15,49.0,735.0,2025-02-02,6032
2,2024,MS-HAM-004,8,1,62,49.0,3038.0,2024-05-19,27605
11,2024,MS-CGN-002,8,3,186,63.0,11718.0,2024-11-08,43804
12,2024,MS-HAJ-002,9,3,58,63.0,3654.0,2025-03-16,6957
7,2025,MS-BER-005,5,4,126,49.0,6174.0,2025-12-22,55280
3,2024,MS-HAM-004,13,2,135,58.0,7830.0,2024-06-18,64997
10,2025,MS-LEJ-002,6,2,249,58.0,14442.0,2024-08-20,18706
3,2025,MS-DUS-002,18,3,60,63.0,3780.0,2025-08-08,92541
10,2024,MS-DUI-002,13,1,208,49.0,10192.0,2025-04-14,15597
10,2024,MS-HAM-004,1,3,248,63.0,15624.0,2024-04-07,88359
12,2024,MS-DRS-002,3,1,244,49.0,11956.0,2025-06-27,20051
6,2025,MS-FRA-004,11,5,185,39.0,7215.0,2025-11-07,13000
12,2025,MS-HAM-002,12,2,165,58.0,9570.0,2024-06-07,21624
9,2024,MS-STR-001,12,2,74,58.0,4292.0,2024-06-03,3880
11,2025,MS-DUI-004,11,1,185,49.0,9065.0,2024-03-22,54274
12,2024,MS-NUE-001,1,1,191,49.0,9359.0,2025-03-02,34185
2,2025,MS-DTM-003,15,4,208,49.0,10192.0,2025-08-26,17436
11,2024,MS-FRA-002,9,4,186,49.0,9114.0,2025-09-28,3880
12,2025,MS-DUS-001,20,2,248,58.0,14384.0,2025-06-19,17590
4,2025,MS-HAJ-006,20,5,152,39.0,5928.0,2025-02-25,13652
2,2024,MS-FRA-002,14,4,150,49.0,7350.0,2025-09-19,28467
1,2024,MS-DTM-003,10,4,108,49.0,5292.0,2024-10-13,28930
10,2025,MS-DUS-001,10,2,194,58.0,11252.0,2025-07-29,28631
9,2024,MS-FRA-003,5,3,98,63.0,6174.0,2024-03-25,28775
7,2025,MS-DUI-003,3,4,170,49.0,8330.0,2025-07-03,27732
3,2025,MS-DUI-004,15,2,33,58.0,1914.0,2024-09-01,96661
9,2024,MS-LEJ-004,14,1,48,49.0,2352.0,2024-05-12,19284
4,2025,MS-HAM-003,14,3,221,63.0,13923.0,2024-02-19,27242
5,2024,MS-HAM-001,10,1,196,49.0,9604.0,2025-11-25,46141
2,2025,MS-DRS-005,14,1,175,49.0,8575.0,2025-11-20,18508
2,2025,MS-FRA-004,16,4,127,49.0,6223.0,2025-09-30,42785
5,2025,MS-BER-003,9,4,215,49.0,10535.0,2024-02-01,63039
1,2024,MS-NUE-002,14,4,189,49.0,9261.0,2024-10-31,13009
4,2025,MS-ESS-004,19,3,68,63.0,4284.0,2024-01-15,6957
3,2024,MS-MUC-003,13,5,82,39.0,3198.0,2024-04-30,55526
11,2024,MS-DTM-004,9,2,36,58.0,2088.0,2025-05-31,66777
11,2024,MS-ESS-002,2,5,145,39.0,5655.0,2024-06-15,28144
7,2024,MS-MUC-004,12,5,226,39.0,8814.0,2024-08-15,28790
5,2024,MS-BER-002,17,3,167,63.0,10521.0,2024-01-17,3868
5,2025,MS-NUE-006,7,5,67,39.0,2613.0,2024-09-28,22007
3,2025,MS-STR-003,5,3,170,63.0,10710.0,2024-05-16,11365
5,2025,MS-DTM-002,1,2,150,58.0,8700.0,2024-04-25,41612
3,2024,MS-CGN-001,16,4,224,49.0,10976.0,2024-01-21,44806
2,2024,MS-NUE-005,4,4,209,49.0,10241.0,2024-11-30,14468
7,2024,MS-STR-005,7,5,100,39.0,3900.0,2024-12-05,8842
3,2024,MS-DUI-005,19,5,113,39.0,4407.0,2025-02-17,6957
2,2024,MS-HAJ-005,1,3,135,63.0,8505.0,2024-09-07,25641
7,2025,MS-DUI-001,1,3,245,63.0,15435.0,2025-01-19,51370
1,2025,MS-HAJ-002,16,2,250,58.0,14500.0,2024-04-21,16847
10,2025,MS-STR-002,15,4,97,49.0,4753.0,2024-09-02,41293
10,2025,MS-STR-004,2,5,246,39.0,9594.0,2024-11-18,4052
4,2024,MS-CGN-003,9,2,55,58.0,3190.0,2024-12-01,25837
10,2025,MS-HAJ-006,10,3,67,63.0,4221.0,2024-08-11,6854
3,2024,MS-DTM-004,9,4,196,49.0,9604.0,2024-04-01,8444
8,2024,MS-NUE-002,1,4,101,49.0,4949.0,2024-09-14,8963
9,2025,MS-ESS-004,14,4,207,49.0,10143.0,2025-07-14,6836
9,2025,MS-DUI-003,6,4,196,49.0,9604.0,2025-05-27,76196
2,2025,MS-MUC-005,16,1,194,49.0,9506.0,2024-04-07,29845
7,2024,MS-HAM-001,13,2,209,58.0,12122.0,2025-05-23,25945
6,2025,MS-DTM-002,12,4,186,49.0,9114.0,2024-12-10,29608
5,2025,MS-HAM-005,9,2,240,58.0,13920.0,2024-08-13,6352
2,2025,MS-DTM-002,11,1,160,49.0,7840.0,2024-11-08,30966
11,2024,MS-NUE-004,6,2,209,58.0,12122.0,2024-12-29,8263
5,2024,MS-BER-005,3,1,32,49.0,1568.0,2025-11-18,26970
6,2024,MS-BER-005,10,3,192,63.0,12096.0,2024-06-23,2845
7,2024,MS-DTM-002,11,5,181,39.0,7059.0,2024-02-05,3868
1,2024,MS-LEJ-004,8,3,96,63.0,6048.0,2024-04-13,17006
3,2025,MS-LEJ-005,7,3,186,63.0,11718.0,2024-10-06,76196
7,2025,MS-LEJ-001,18,2,79,58.0,4582.0,2025-05-20,92327
12,2024,MS-DTM-003,18,3,96,63.0,6048.0,2025-08-26,14935
3,2024,MS-BER-007,12,1,35,49.0,1715.0,2025-12-04,22897
1,2025,MS-BER-003,5,4,137,49.0,6713.0,2024-11-04,1230
8,2025,MS-DRS-002,16,4,194,49.0,9506.0,2024-05-04,16294
1,2024,MS-MUC-003,19,4,107,49.0,5243.0,2024-09-10,66850
6,2025,MS-ESS-002,12,4,164,49.0,8036.0,2024-10-31,6121
2,2024,MS-DUI-003,7,4,102,49.0,4998.0,2025-03-31,21904
7,2024,MS-CGN-003,12,2,90,58.0,5220.0,2024-07-02,27702
9,2024,MS-LEJ-004,6,5,171,39.0,6669.0,2024-03-24,14956
11,2025,MS-DUI-001,7,4,92,49.0,4508.0,2025-09-12,8263
11,2024,MS-DRS-002,5,4,95,49.0,4655.0,2024-04-11,42785
6,2024,MS-HAJ-005,13,2,225,58.0,13050.0,2024-01-24,66777
4,2024,MS-HAJ-006,19,3,126,63.0,7938.0,2025-11-13,66140
5,2025,MS-BER-007,15,5,71,39.0,2769.0,2024-12-19,35931
5,2024,MS-HAM-004,4,2,248,58.0,14384.0,2024-08-11,96344
7,2025,MS-FRA-002,18,3,17,63.0,1071.0,2025-01-19,15248
8,2025,MS-CGN-001,1,4,249,49.0,12201.0,2024-09-29,66326
1,2025,MS-ESS-001,12,1,62,49.0,3038.0,2025-05-02,55533
2,2024,MS-LEJ-006,1,3,98,63.0,6174.0,2025-05-16,8544
5,2024,MS-DRS-005,17,4,176,49.0,8624.0,2024-03-05,28501
8,2024,MS-FRA-001,18,4,186,49.0,9114.0,2024-08-30,75147
7,2025,MS-HAJ-005,12,4,69,49.0,3381.0,2024-06-04,19444
6,2025,MS-FRA-006,20,5,172,39.0,6708.0,2025-08-28,21624
5,2025,MS-DRS-004,3,4,181,49.0,8869.0,2025-03-25,36652
7,2024,MS-HAJ-006,14,4,77,49.0,3773.0,2025-12-06,36004
2,2025,MS-ESS-001,4,4,8,49.0,392.0,2024-01-18,16025
5,2024,MS-DUS-003,7,3,193,63.0,12159.0,2025-07-02,47529
12,2025,MS-HAM-007,1,1,111,49.0,5439.0,2025-11-16,66777
12,2024,MS-DRS-001,14,1,68,49.0,3332.0,2025-12-03,35246
4,2025,MS-BER-003,2,4,167,49.0,8183.0,2024-07-12,62291
6,2024,MS-CGN-001,16,3,198,63.0,12474.0,2025-11-10,28846
3,2024,MS-NUE-001,4,2,56,58.0,3248.0,2024-03-01,19431
4,2025,MS-HAJ-006,2,1,198,49.0,9702.0,2025-07-15,20670
12,2025,MS-ESS-003,7,4,81,49.0,3969.0,2024-04-19,28953
1,2025,MS-BER-004,6,4,166,49.0,8134.0,2025-03-25,60951
11,2025,MS-HAJ-004,13,1,215,49.0,10535.0,2025-06-18,15372
3,2025,MS-BER-004,13,2,226,58.0,13108.0,2024-10-28,14956
9,2025,MS-MUC-003,1,2,197,58.0,11426.0,2025-07-28,27282
4,2025,MS-BRE-001,12,3,43,63.0,2709.0,2024-06-07,24921
4,2025,MS-NUE-001,10,5,20,39.0,780.0,2024-08-27,25641
6,2024,MS-HAM-007,12,4,203,49.0,9947.0,2024-04-28,95851
10,2024,MS-ESS-001,10,4,122,49.0,5978.0,2024-06-04,28350
11,2024,MS-DUS-003,10,1,144,49.0,7056.0,2025-01-10,6740
8,2024,MS-HAM-002,3,2,133,58.0,7714.0,2024-07-23,7504
2,2025,MS-STR-005,14,2,97,58.0,5626.0,2024-10-24,66859
6,2025,MS-NUE-001,9,5,182,39.0,7098.0,2025-07-21,8909
5,2025,MS-DRS-002,14,2,5,58.0,290.0,2025-03-11,15232
12,2024,MS-DUS-003,17,4,244,49.0,11956.0,2025-05-11,48702
1,2025,MS-FRA-002,4,5,127,39.0,4953.0,2025-02-05,26697
5,2025,MS-FRA-004,5,4,82,49.0,4018.0,2024-03-26,66561
11,2024,MS-FRA-002,12,3,35,63.0,2205.0,2024-10-26,88245
1,2025,MS-MUC-002,18,2,154,58.0,8932.0,2025-08-22,15372
10,2024,MS-HAM-005,1,1,19,49.0,931.0,2024-06-23,78127
10,2024,MS-BER-006,1,1,159,49.0,7791.0,2025-08-19,25283
12,2025,MS-STR-001,19,3,148,63.0,9324.0,2025-07-24,35931
1,2025,MS-FRA-006,20,1,113,49.0,5537.0,2025-11-24,24360
11,2025,MS-DRS-004,3,5,244,39.0,9516.0,2025-04-17,28136
1,2025,MS-FRA-003,9,3,19,63.0,1197.0,2025-11-23,88592
11,2024,MS-BER-006,6,3,69,63.0,4347.0,2025-02-13,3662
11,2025,MS-FRA-005,20,4,79,49.0,3871.0,2024-07-03,28162
8,2025,MS-HAJ-001,19,5,61,39.0,2379.0,2024-01-10,56988
2,2024,MS-DUS-002,11,2,135,58.0,7830.0,2024-06-13,41612
3,2024,MS-HAM-005,7,1,22,49.0,1078.0,2025-08-30,41293
11,2025,MS-HAJ-004,6,2,106,58.0,6148.0,2025-04-22,28790
6,2024,MS-LEJ-007,4,1,157,49.0,7693.0,2024-10-21,28467
2,2025,MS-DUS-003,16,3,104,63.0,6552.0,2024-05-21,19284
9,2025,MS-NUE-002,5,2,96,58.0,5568.0,2024-12-13,42385
9,2024,MS-STR-004,10,3,185,63.0,11655.0,2025-02-03,17610
5,2024,MS-HAJ-004,17,2,90,58.0,5220.0,2025-02-05,51370
8,2025,MS-HAM-006,14,5,169,39.0,6591.0,2025-06-23,20442
8,2024,MS-DRS-002,3,1,144,49.0,7056.0,2025-03-18,17185
6,2025,MS-STR-005,2,4,97,49.0,4753.0,2024-01-28,21510
4,2024,MS-LEJ-001,13,3,204,63.0,12852.0,2024-03-26,54406
8,2024,MS-DRS-002,4,3,224,63.0,14112.0,2024-05-26,21775
6,2024,MS-DTM-002,8,3,195,63.0,12285.0,2024-03-28,28350
2,2025,MS-HAJ-003,8,3,233,63.0,14679.0,2025-08-28,19390
12,2025,MS-DUI-001,19,2,206,58.0,11948.0,2024-06-06,19077
1,2024,MS-NUE-002,2,4,119,49.0,5831.0,2025-07-08,88592
10,2025,MS-DUI-003,3,5,49,39.0,1911.0,2025-06-10,17590
2,2024,MS-DRS-003,14,5,220,39.0,8580.0,2025-03-15,20442
9,2024,MS-STR-002,9,4,217,49.0,10633.0,2025-06-21,82536
7,2024,MS-DUS-002,14,1,189,49.0,9261.0,2025-02-09,30610
11,2025,MS-BER-007,3,5,110,39.0,4290.0,2024-01-23,56953
4,2024,MS-DTM-004,2,5,8,39.0,312.0,2025-11-02,14935
2,2025,MS-HAM-006,9,1,180,49.0,8820.0,2025-04-20,82536
1,2025,MS-STR-001,10,4,10,49.0,490.0,2024-02-04,12421
7,2024,MS-FRA-003,16,3,177,63.0,11151.0,2025-02-23,36827
3,2025,MS-MUC-004,12,1,169,49.0,8281.0,2025-04-03,60955
7,2025,MS-CGN-003,3,5,145,39.0,5655.0,2025-08-10,8044
12,2024,MS-NUE-002,7,3,151,63.0,9513.0,2024-08-23,25945
7,2024,MS-HAJ-003,9,5,118,39.0,4602.0,2024-03-03,66093
10,2024,MS-DUI-002,5,3,128,63.0,8064.0,2024-11-30,26697
8,2024,MS-HAM-003,9,3,224,63.0,14112.0,2025-12-09,25539
5,2024,MS-FRA-001,18,4,86,49.0,4214.0,2025-10-09,93173
4,2025,MS-MUC-001,4,1,36,49.0,1764.0,2025-04-21,89729
1,2025,MS-FRA-002,15,5,28,39.0,1092.0,2025-11-28,28501
2,2025,MS-ESS-002,9,1,247,49.0,12103.0,2025-09-26,12879
7,2025,MS-DUI-004,3,1,63,49.0,3087.0,2025-08-27,40474
9,2025,MS-MUC-002,2,1,67,49.0,3283.0,2024-07-14,55280
4,2025,MS-NUE-006,7,1,167,49.0,8183.0,2025-05-02,56988
3,2024,MS-HAM-005,14,3,154,63.0,9702.0,2025-05-28,21320
6,2024,MS-DRS-005,19,1,245,49.0,12005.0,2024-07-22,89206
11,2025,MS-HAJ-005,20,3,68,63.0,4284.0,2025-03-29,19525
9,2024,MS-HAM-001,13,2,163,58.0,9454.0,2025-01-26,2845
5,2024,MS-HAJ-005,3,4,212,49.0,10388.0,2025-10-13,28520
2,2025,MS-FRA-006,3,1,179,49.0,8771.0,2024-12-01,7378
6,2024,MS-BER-007,18,3,209,63.0,13167.0,2024-08-05,36004
2,2024,MS-MUC-002,6,1,182,49.0,8918.0,2025-07-13,6854
9,2024,MS-HAJ-006,6,5,29,39.0,1131.0,2024-09-22,76149
8,2025,MS-BER-006,11,3,238,63.0,14994.0,2024-09-11,42385
2,2024,MS-CGN-001,11,5,184,39.0,7176.0,2025-01-02,7504
4,2025,MS-MUC-005,9,3,186,63.0,11718.0,2024-08-08,8352
3,2024,MS-HAM-001,15,5,171,39.0,6669.0,2025-10-18,26934
6,2024,MS-BER-004,18,5,147,39.0,5733.0,2025-12-10,8444
12,2025,MS-BER-007,18,1,108,49.0,5292.0,2025-10-05,66859
4,2024,MS-FRA-006,13,5,67,39.0,2613.0,2025-01-16,30702
8,2024,MS-FRA-006,17,3,21,63.0,1323.0,2024-11-20,41293
11,2025,MS-FRA-006,12,4,127,49.0,6223.0,2025-08-29,63642
6,2024,MS-DUS-003,1,5,82,39.0,3198.0,2025-03-04,22994
5,2025,MS-LEJ-001,11,4,55,49.0,2695.0,2025-05-15,16025
2,2024,MS-HAJ-005,16,1,188,49.0,9212.0,2024-11-29,22137
1,2024,MS-BER-001,13,2,80,58.0,4640.0,2024-02-06,19048
2,2025,MS-FRA-001,19,5,47,39.0,1833.0,2025-01-21,28162
7,2024,MS-MUC-001,18,1,98,49.0,4802.0,2025-03-25,19048
8,2025,MS-LEJ-006,10,2,56,58.0,3248.0,2025-04-23,10550
1,2025,MS-DRS-001,19,1,169,49.0,8281.0,2025-10-10,55633
6,2025,MS-ESS-002,6,2,198,58.0,11484.0,2024-01-10,8311
4,2024,MS-DTM-003,1,1,50,49.0,2450.0,2024-08-21,28089
1,2024,MS-HAM-007,4,2,211,58.0,12238.0,2024-09-29,18945
5,2024,MS-HAM-007,12,5,237,39.0,9243.0,2024-06-03,27286
3,2024,MS-HAM-004,12,1,31,49.0,1519.0,2024-02-14,15646
12,2024,MS-DUI-004,18,5,92,39.0,3588.0,2024-02-20,89206
6,2025,MS-DUI-003,8,3,106,63.0,6678.0,2024-04-06,6787
1,2025,MS-BER-004,18,1,82,49.0,4018.0,2025-11-22,76149
11,2024,MS-NUE-003,13,1,108,49.0,5292.0,2025-07-02,19048
2,2024,MS-DRS-005,10,3,130,63.0,8190.0,2024-01-17,66561
10,2025,MS-DTM-005,6,2,80,58.0,4640.0,2025-09-13,19759
11,2025,MS-DUI-004,18,5,118,39.0,4602.0,2025-02-12,50925
7,2024,MS-BER-004,2,4,106,49.0,5194.0,2025-08-05,35485
12,2024,MS-LEJ-007,11,5,123,39.0,4797.0,2024-01-28,7298
6,2024,MS-MUC-003,20,3,18,63.0,1134.0,2025-03-03,60887
5,2025,MS-MUC-001,14,4,139,49.0,6811.0,2025-10-07,55682
1,2024,MS-DUS-002,10,3,104,63.0,6552.0,2025-04-21,9959
11,2025,MS-DUI-001,17,1,147,49.0,7203.0,2025-10-05,97519
3,2024,MS-DTM-001,7,2,86,58.0,4988.0,2024-01-09,14956
2,2025,MS-MUC-001,5,4,71,49.0,3479.0,2025-06-08,3880
7,2024,MS-MUC-005,14,5,140,39.0,5460.0,2025-01-11,28790
6,2024,MS-BRE-001,14,1,90,49.0,4410.0,2025-12-11,19469
3,2024,MS-HAM-002,19,4,201,49.0,9849.0,2024-10-05,82981
7,2025,MS-FRA-005,17,2,100,58.0,5800.0,2025-02-22,18940
3,2024,MS-HAJ-006,15,4,28,49.0,1372.0,2025-12-16,19970
12,2025,MS-LEJ-006,18,1,61,49.0,2989.0,2025-06-02,16402
1,2024,MS-MUC-003,2,5,132,39.0,5148.0,2024-11-14,24562
9,2024,MS-DUI-002,19,2,219,58.0,12702.0,2025-03-05,55682
1,2024,MS-STR-003,3,5,10,39.0,390.0,2025-06-28,55533
9,2025,MS-NUE-004,6,3,139,63.0,8757.0,2024-10-04,27423
1,2024,MS-HAJ-004,13,3,37,63.0,2331.0,2024-02-24,66241
5,2025,MS-HAJ-005,13,1,51,49.0,2499.0,2024-12-28,9406
4,2025,MS-DRS-004,17,1,27,49.0,1323.0,2025-12-08,6489
10,2025,MS-BER-007,20,4,43,49.0,2107.0,2025-03-28,47484
11,2024,MS-HAJ-003,12,3,220,63.0,13860.0,2025-05-19,8363
10,2025,MS-DRS-004,9,5,243,39.0,9477.0,2024-09-17,8544
9,2024,MS-ESS-004,6,2,139,58.0,8062.0,2025-03-02,21783
8,2024,MS-MUC-005,14,1,101,49.0,4949.0,2024-12-13,66019
9,2025,MS-CGN-002,20,5,201,39.0,7839.0,2025-03-22,66712
9,2024,MS-FRA-001,10,1,214,49.0,10486.0,2025-12-16,19444
9,2025,MS-LEJ-005,17,1,72,49.0,3528.0,2024-06-21,14977
9,2025,MS-DUI-003,6,3,210,63.0,13230.0,2025-08-06,10255
8,2025,MS-CGN-001,10,1,235,49.0,11515.0,2025-09-12,88147
2,2025,MS-ESS-004,16,1,126,49.0,6174.0,2025-03-22,27748
10,2025,MS-LEJ-002,15,2,211,58.0,12238.0,2025-07-01,19617
6,2024,MS-HAJ-001,14,3,90,63.0,5670.0,2024-12-10,20417
7,2025,MS-ESS-004,20,5,134,39.0,5226.0,2024-08-22,20417
4,2025,MS-HAM-001,20,5,93,39.0,3627.0,2024-08-22,28775
9,2024,MS-NUE-006,8,1,228,49.0,11172.0,2025-10-24,75147
1,2024,MS-DTM-004,17,4,201,49.0,9849.0,2025-01-12,34185
4,2024,MS-HAJ-003,18,1,113,49.0,5537.0,2025-05-26,28068
8,2024,MS-DUS-003,6,3,246,63.0,15498.0,2024-03-25,12879
10,2025,MS-DRS-003,11,4,101,49.0,4949.0,2025-11-15,66459
8,2024,MS-ESS-004,5,3,224,63.0,14112.0,2025-11-20,25421
12,2025,MS-ESS-002,17,4,32,49.0,1568.0,2024-09-09,4052
5,2024,MS-DRS-004,9,5,98,39.0,3822.0,2024-02-13,25446
5,2025,MS-HAM-002,18,3,166,63.0,10458.0,2024-02-27,25641
1,2025,MS-FRA-003,1,4,246,49.0,12054.0,2025-11-02,6784
4,2025,MS-LEJ-002,8,3,139,63.0,8757.0,2025-02-13,22603
12,2025,MS-BRE-001,11,5,135,39.0,5265.0,2025-04-29,18343
5,2024,MS-BER-004,9,5,105,39.0,4095.0,2025-09-11,8044
9,2024,MS-STR-005,3,2,126,58.0,7308.0,2024-01-17,66093
1,2025,MS-STR-001,7,1,200,49.0,9800.0,2024-03-30,62291
2,2024,MS-HAJ-003,5,4,166,49.0,8134.0,2024-02-27,82536
7,2024,MS-HAJ-006,6,1,126,49.0,6174.0,2025-09-26,66850
5,2025,MS-LEJ-005,16,1,203,49.0,9947.0,2024-12-17,10646
3,2025,MS-BER-001,12,1,170,49.0,8330.0,2024-03-03,13000
1,2024,MS-BER-005,3,5,172,39.0,6708.0,2024-06-04,95928
12,2024,MS-LEJ-005,6,1,249,49.0,12201.0,2024-04-30,26970
7,2024,MS-NUE-001,18,4,231,49.0,11319.0,2024-01-05,7298
10,2024,MS-BER-007,10,2,67,58.0,3886.0,2024-06-02,95561
4,2025,MS-DUS-002,12,4,84,49.0,4116.0,2024-12-12,24480
1,2025,MS-DRS-005,19,3,210,63.0,13230.0,2024-05-30,5676
10,2025,MS-MUC-005,5,1,47,49.0,2303.0,2024-03-05,47529
3,2025,MS-BER-004,16,4,235,49.0,11515.0,2024-09-25,8007
6,2024,MS-NUE-005,7,2,98,58.0,5684.0,2025-03-06,26970
12,2024,MS-DRS-004,2,1,205,49.0,10045.0,2024-12-16,66241
5,2025,MS-DTM-002,3,4,239,49.0,11711.0,2025-03-09,28327
5,2024,MS-DTM-004,19,5,83,39.0,3237.0,2025-11-26,4052
8,2025,MS-HAM-004,14,5,182,39.0,7098.0,2024-08-16,82730
8,2024,MS-DTM-004,13,5,48,39.0,1872.0,2025-11-19,1084
9,2025,MS-HAM-002,9,1,245,49.0,12005.0,2025-01-09,56402
2,2024,MS-DUS-004,11,4,8,49.0,392.0,2024-01-13,36827
2,2024,MS-HAJ-001,7,2,122,58.0,7076.0,2024-12-08,16294
2,2024,MS-CGN-003,17,4,184,49.0,9016.0,2024-03-20,50925
9,2024,MS-HAJ-005,7,5,91,39.0,3549.0,2024-12-03,66952
2,2024,MS-LEJ-007,1,1,114,49.0,5586.0,2024-03-29,6489
10,2025,MS-DTM-001,6,3,182,63.0,11466.0,2024-09-12,55526
6,2024,MS-STR-002,15,1,161,49.0,7889.0,2024-11-03,28346
12,2024,MS-LEJ-003,12,5,217,39.0,8463.0,2025-08-22,19284
11,2025,MS-DUS-002,9,1,145,49.0,7105.0,2024-01-13,6854
9,2025,MS-DUI-004,5,5,40,39.0,1560.0,2024-04-28,2465
5,2025,MS-DUI-001,14,2,7,58.0,406.0,2025-05-31,41210
8,2025,MS-MUC-004,11,1,143,49.0,7007.0,2025-05-27,50925
9,2024,MS-DUI-002,11,2,82,58.0,4756.0,2025-08-23,22007
3,2024,MS-LEJ-003,8,5,144,39.0,5616.0,2025-03-03,35485
6,2024,MS-DUS-004,9,5,163,39.0,6357.0,2025-10-24,66243
8,2024,MS-ESS-001,11,3,97,63.0,6111.0,2024-07-14,13136
3,2024,MS-STR-002,9,1,149,49.0,7301.0,2024-05-03,66905
9,2024,MS-NUE-005,11,4,224,49.0,10976.0,2024-11-08,48702
7,2024,MS-HAJ-002,17,2,148,58.0,8584.0,2024-06-11,66850
10,2025,MS-HAJ-005,15,4,139,49.0,6811.0,2024-02-15,66140
1,2024,MS-ESS-003,4,2,32,58.0,1856.0,2024-11-10,85489
10,2024,MS-DUI-006,8,2,165,58.0,9570.0,2025-05-27,73321
5,2024,MS-ESS-003,17,4,48,49.0,2352.0,2024-08-17,89729
11,2024,MS-LEJ-002,5,5,89,39.0,3471.0,2025-12-25,12631
11,2025,MS-DUI-002,18,1,32,49.0,1568.0,2025-10-17,65318
8,2025,MS-ESS-004,17,4,62,49.0,3038.0,2025-06-28,95561
6,2024,MS-BER-007,15,3,85,63.0,5355.0,2024-04-08,30966
3,2025,MS-DUS-004,15,1,139,49.0,6811.0,2025-03-26,8544
1,2024,MS-BER-005,1,2,5,58.0,290.0,2024-02-23,60887
11,2025,MS-MUC-004,16,3,30,63.0,1890.0,2025-04-19,1084
9,2024,MS-LEJ-004,8,2,76,58.0,4408.0,2025-10-01,55388
12,2025,MS-HAJ-003,8,4,238,49.0,11662.0,2024-02-08,6384
3,2024,MS-DUI-004,17,3,189,63.0,11907.0,2025-10-21,6554
11,2025,MS-ESS-003,18,2,211,58.0,12238.0,2025-05-31,21422
7,2025,MS-HAM-006,15,2,219,58.0,12702.0,2025-04-25,25283
