log_id,dateiname,schritt,level,nachricht,fehler_details,erstellt_von_user_id,erstellt_am,geaendert_von_user_id,geaendert_am
548,SONSTIGE_ANGEBOTE_TV9_2024_06.csv,validate,info,Verarbeitung gestartet,,75,2024-08-16 04:53:52,,
549,TICKET_VERKAEUFE_TV16_2024_11_korrigiert.csv,validate,warning,Verarbeitung mit Warnungen,Einige Zeilen wurden übersprungen,66,2024-09-05 20:07:05,,
550,SONSTIGE_ANGEBOTE_TV15_2025_04.csv,validate,error,Verarbeitung fehlgeschlagen,Ticketcode unbekannt,48,2024-12-22 11:10:22,,
551,TICKET_VERKAEUFE_TV9_2025_10_final.csv,ingest,warning,Verarbeitung mit Warnungen,,24,2024-09-12 00:14:53,70,
552,PLAN_UMSATZ_TV4_2024_11.csv,aggregate,success,Verarbeitung erfolgreich,,,2024-09-17 07:49:42,,2024-05-25 19:15:30
553,PLAN_UMSATZ_TV6_2025_01.csv,validate,warning,Verarbeitung mit Warnungen,Einige Zeilen wurden übersprungen,74,2025-05-08 04:36:59,,
554,SONSTIGE_ANGEBOTE_TV18_2025_07_final.csv,aggregate,success,Verarbeitung erfolgreich,,22,2025-09-22 13:42:11,,2025-08-08 13:48:01
555,PLAN_UMSATZ_TV6_2025_07.csv,export,success,Verarbeitung erfolgreich,,62,2025-07-18 11:19:11,66,2025-06-16 02:22:45
556,SONSTIGE_ANGEBOTE_TV7_2025_02_final.csv,ingest,info,Verarbeitung gestartet,,36,2025-01-05 01:23:23,,2024-01-24 23:33:54
557,SONSTIGE_ANGEBOTE_TV7_2024_11_v1.csv,validate,info,Verarbeitung gestartet,,9,2025-11-16 20:27:42,26,
558,TICKET_VERKAEUFE_TV3_2025_04.csv,validate,info,Verarbeitung gestartet,,40,2024-03-02 23:28:36,,
559,SONSTIGE_ANGEBOTE_TV8_2025_02.csv,export,info,Verarbeitung gestartet,,50,2024-04-23 06:30:47,,2025-09-20 12:56:46
560,TICKET_VERKAEUFE_TV19_2024_12.csv,ingest,info,Verarbeitung gestartet,,64,2024-02-18 13:05:41,30,
561,TICKET_VERKAEUFE_TV2_2024_06_final.csv,export,warning,Verarbeitung mit Warnungen,,,2025-03-15 21:10:57,17,2024-03-04 05:51:17
562,PLAN_UMSATZ_TV7_2024_12.csv,aggregate,success,Verarbeitung erfolgreich,,48,2024-07-16 19:09:58,,2025-02-09 14:13:30
563,SONSTIGE_ANGEBOTE_TV4_2025_06.csv,validate,error,Verarbeitung fehlgeschlagen,PLZ ungültig,13,2024-05-17 22:32:55,,2024-03-14 10:39:37
564,PLAN_UMSATZ_TV8_2025_05_final.csv,aggregate,success,Verarbeitung erfolgreich,,38,2025-04-26 23:01:21,75,2025-03-27 07:33:36
565,TICKET_VERKAEUFE_TV12_2024_05_final.csv,validate,info,Verarbeitung gestartet,,,2025-05-27 21:33:41,,
566,TICKET_VERKAEUFE_TV19_2024_10.csv,export,error,Verarbeitung fehlgeschlagen,Ticketcode unbekannt,79,2025-03-23 16:30:59,5,
567,PLAN_UMSATZ_TV18_2024_10.csv,validate,warning,Verarbeitung mit Warnungen,,31,2025-07-15 11:30:08,32,
568,PLAN_UMSATZ_TV2_2025_03_v1.csv,aggregate,warning,Verarbeitung mit Warnungen,Einige Zeilen wurden übersprungen,16,2024-03-22 07:40:32,71,
569,TICKET_VERKAEUFE_TV15_2024_10.csv,validate,info,Verarbeitung gestartet,,58,2024-09-17 13:48:06,,2024-02-13 11:33:16
570,TICKET_VERKAEUFE_TV13_2025_02_v1.csv,export,warning,Verarbeitung mit Warnungen,,68,2024-05-15 00:08:21,54,
571,TICKET_VERKAEUFE_TV4_2024_08_v1.csv,export,warning,Verarbeitung mit Warnungen,Einige Zeilen wurden übersprungen,75,2025-05-20 04:12:22,,
572,PLAN_UMSATZ_TV12_2024_02_final.csv,export,warning,Verarbeitung mit Warnungen,Einige Zeilen wurden übersprungen,57,2025-09-23 23:37:16,44,
573,SONSTIGE_ANGEBOTE_TV9_2024_10_testlauf.csv,ingest,info,Verarbeitung gestartet,,37,2025-03-12 21:29:27,,
574,TICKET_VERKAEUFE_TV16_2024_11_korrigiert.csv,validate,info,Verarbeitung gestartet,,72,2024-01-28 06:48:52,47,
575,TICKET_VERKAEUFE_TV8_2025_01_testlauf.csv,ingest,info,Verarbeitung gestartet,,79,2024-04-22 15:20:49,,2025-12-30 22:18:00
576,PLAN_UMSATZ_TV9_2024_05.csv,export,warning,Verarbeitung mit Warnungen,Einige Zeilen wurden übersprungen,38,2025-05-03 21:18:26,21,2025-04-28 12:04:05
577,TICKET_VERKAEUFE_TV19_2024_01.csv,ingest,warning,Verarbeitung mit Warnungen,Einige Zeilen wurden übersprungen,46,2024-11-24 07:34:43,,2024-06-05 06:51:23
578,SONSTIGE_ANGEBOTE_TV13_2025_12_testlauf.csv,export,info,Verarbeitung gestartet,,,2025-10-29 18:09:28,,
579,PLAN_UMSATZ_TV7_2024_12.csv,validate,info,Verarbeitung gestartet,,39,2024-01-19 16:52:23,6,
580,TICKET_VERKAEUFE_TV9_2024_08_v1.csv,ingest,info,Verarbeitung gestartet,,29,2025-10-22 06:47:34,49,
581,SONSTIGE_ANGEBOTE_TV3_2025_08.csv,ingest,info,Verarbeitung gestartet,,57,2025-08-10 13:18:41,,
582,TICKET_VERKAEUFE_TV10_2024_03.csv,aggregate,warning,Verarbeitung mit Warnungen,Einige Zeilen wurden übersprungen,49,2024-02-20 21:45:46,,2024-02-20 01:17:51
583,SONSTIGE_ANGEBOTE_TV13_2024_05.csv,ingest,info,Verarbeitung gestartet,,46,2024-09-04 21:58:28,,
584,PLAN_UMSATZ_TV17_2025_03_final.csv,ingest,success,Verarbeitung erfolgreich,,5,2024-08-11 11:53:51,,2025-03-02 07:58:29
585,SONSTIGE_ANGEBOTE_TV4_2025_06.csv,validate,info,Verarbeitung gestartet,,61,2024-01-16 16:51:08,,
586,TICKET_VERKAEUFE_TV13_2024_12_final.csv,aggregate,success,Verarbeitung erfolgreich,,26,2024-09-09 17:00:11,,2024-03-04 14:02:53
587,TICKET_VERKAEUFE_TV18_2025_04.csv,aggregate,info,Verarbeitung gestartet,,,2024-04-23 19:50:01,,
588,SONSTIGE_ANGEBOTE_TV5_2024_09_korrigiert.csv,export,info,Verarbeitung gestartet,,66,2025-10-28 11:33:45,,2025-01-25 07:57:12
589,PLAN_UMSATZ_TV5_2024_01_korrigiert.csv,ingest,info,Verarbeitung gestartet,,6,2025-04-30 19:19:29,55,
590,PLAN_UMSATZ_TV20_2024_01.csv,ingest,warning,Verarbeitung mit Warnungen,Einige Zeilen wurden übersprungen,,2024-04-12 12:18:41,39,
591,TICKET_VERKAEUFE_TV10_2025_06_korrigiert.csv,export,warning,Verarbeitung mit Warnungen,Einige Zeilen wurden übersprungen,,2024-10-04 14:44:47,,
592,TICKET_VERKAEUFE_TV8_2025_09.csv,ingest,info,Verarbeitung gestartet,,,2024-05-19 22:06:32,,
593,TICKET_VERKAEUFE_TV4_2024_06_testlauf.csv,export,info,Verarbeitung gestartet,,10,2025-07-20 01:06:24,8,2025-06-11 08:50:46
594,SONSTIGE_ANGEBOTE_TV20_2024_02_v1.csv,ingest,success,Verarbeitung erfolgreich,,48,2024-12-01 19:37:52,,
595,SONSTIGE_ANGEBOTE_TV16_2025_11_testlauf.csv,ingest,info,Verarbeitung gestartet,,,2024-01-16 21:21:02,21,
596,PLAN_UMSATZ_TV10_2024_05.csv,export,info,Verarbeitung gestartet,,71,2024-05-24 17:53:08,,
597,PLAN_UMSATZ_TV20_2025_02.csv,aggregate,warning,Verarbeitung mit Warnungen,Einige Zeilen wurden übersprungen,71,2024-01-12 18:52:19,,
598,PLAN_UMSATZ_TV11_2025_07_v1.csv,validate,info,Verarbeitung gestartet,,25,2025-08-01 07:24:23,,2025-02-12 06:12:43
599,PLAN_UMSATZ_TV13_2025_11.csv,validate,info,Verarbeitung gestartet,,60,2025-12-28 23:14:46,8,2025-08-01 12:40:40
600,TICKET_VERKAEUFE_TV9_2024_08_v1.csv,validate,info,Verarbeitung gestartet,,46,2024-08-30 16:50:51,7,
601,SONSTIGE_ANGEBOTE_TV19_2025_04.csv,aggregate,success,Verarbeitung erfolgreich,,29,2025-07-28 07:08:14,,
602,PLAN_UMSATZ_TV4_2024_11.csv,validate,info,Verarbeitung gestartet,,50,2024-05-22 13:01:40,,2025-08-19 14:33:59
603,TICKET_VERKAEUFE_TV7_2024_01.csv,export,info,Verarbeitung gestartet,,37,2024-07-04 22:39:58,,
604,PLAN_UMSATZ_TV16_2024_11.csv,validate,info,Verarbeitung gestartet,,12,2024-11-27 03:15:43,,2024-09-05 15:10:28
605,TICKET_VERKAEUFE_TV11_2024_06.csv,aggregate,info,Verarbeitung gestartet,,,2024-07-26 03:33:28,,
606,SONSTIGE_ANGEBOTE_TV7_2024_06_v1.csv,ingest,error,Verarbeitung fehlgeschlagen,PLZ ungültig,68,2024-07-18 15:19:57,,
607,TICKET_VERKAEUFE_TV16_2024_02_v1.csv,ingest,warning,Verarbeitung mit Warnungen,Einige Zeilen wurden übersprungen,,2025-03-08 21:25:59,,
608,SONSTIGE_ANGEBOTE_TV1_2025_05.csv,aggregate,info,Verarbeitung gestartet,,29,2025-05-29 07:53:21,,2024-03-12 20:14:49
609,SONSTIGE_ANGEBOTE_TV9_2024_06.csv,ingest,info,Verarbeitung gestartet,,22,2024-09-28 01:19:06,6,2024-08-23 02:28:00
610,PLAN_UMSATZ_TV4_2024_07.csv,ingest,info,Verarbeitung gestartet,,33,2025-01-05 14:21:22,,2024-05-12 15:19:16
611,PLAN_UMSATZ_TV17_2024_07.csv,aggregate,success,Verarbeitung erfolgreich,,,2024-05-18 10:25:37,45,2025-08-02 00:33:32
612,SONSTIGE_ANGEBOTE_TV9_2024_01_final.csv,ingest,info,Verarbeitung gestartet,,3,2024-03-28 22:31:16,,
613,SONSTIGE_ANGEBOTE_TV4_2024_07.csv,validate,info,Verarbeitung gestartet,,20,2025-01-31 07:30:09,62,
614,TICKET_VERKAEUFE_TV12_2024_09_v1.csv,aggregate,error,Verarbeitung fehlgeschlagen,Pflichtfeld fehlt,32,2025-03-11 03:16:32,,
615,SONSTIGE_ANGEBOTE_TV20_2025_06_final.csv,export,warning,Verarbeitung mit Warnungen,Einige Zeilen wurden übersprungen,,2024-12-27 22:59:32,12,
616,SONSTIGE_ANGEBOTE_TV20_2025_06_final.csv,aggregate,info,Verarbeitung gestartet,,46,2024-08-05 21:29:07,41,2025-03-05 05:31:42
617,PLAN_UMSATZ_TV17_2025_08_testlauf.csv,validate,error,Verarbeitung fehlgeschlagen,Pflichtfeld fehlt,51,2025-09-24 00:05:05,25,2024-07-17 21:55:19
618,SONSTIGE_ANGEBOTE_TV18_2025_07_final.csv,aggregate,info,Verarbeitung gestartet,,53,2024-01-01 19:16:16,,
619,SONSTIGE_ANGEBOTE_TV5_2025_07.csv,export,info,Verarbeitung gestartet,,,2024-01-16 09:13:09,5,2025-06-24 10:59:26
620,TICKET_VERKAEUFE_TV10_2024_03.csv,validate,info,Verarbeitung gestartet,,21,2024-10-06 05:11:00,,2024-03-14 14:51:31
621,SONSTIGE_ANGEBOTE_TV7_2024_11_v1.csv,ingest,info,Verarbeitung gestartet,,9,2025-12-03 18:41:18,24,
622,PLAN_UMSATZ_TV1_2024_05_final.csv,aggregate,warning,Verarbeitung mit Warnungen,Einige Zeilen wurden übersprungen,42,2024-12-05 10:25:01,,
623,TICKET_VERKAEUFE_TV18_2025_04.csv,aggregate,success,Verarbeitung erfolgreich,,72,2024-04-01 03:08:34,,2024-10-31 07:20:45
624,TICKET_VERKAEUFE_TV6_2025_07_final.csv,ingest,success,Verarbeitung erfolgreich,,,2024-01-07 14:23:21,,2024-01-14 04:39:26
625,PLAN_UMSATZ_TV20_2024_12_final.csv,validate,warning,Verarbeitung mit Warnungen,Einige Zeilen wurden übersprungen,30,2024-01-09 00:51:54,64,
626,PLAN_UMSATZ_TV10_2024_05.csv,ingest,warning,Verarbeitung mit Warnungen,,45,2025-10-29 00:40:15,22,2025-11-27 13:45:51
627,SONSTIGE_ANGEBOTE_TV8_2024_04.csv,aggregate,info,Verarbeitung gestartet,,38,2024-07-03 22:03:08,,
628,SONSTIGE_ANGEBOTE_TV17_2024_02_final.csv,aggregate,info,Verarbeitung gestartet,,4,2025-03-27 20:30:44,,
629,SONSTIGE_ANGEBOTE_TV12_2024_10_v1.csv,export,warning,Verarbeitung mit Warnungen,,39,2025-06-20 07:08:17,43,
630,SONSTIGE_ANGEBOTE_TV10_2024_05_v1.csv,aggregate,info,Verarbeitung gestartet,,,2024-12-05 10:01:32,,
631,PLAN_UMSATZ_TV8_2024_04.csv,validate,info,Verarbeitung gestartet,,20,2025-09-18 00:24:34,,2025-09-21 23:31:44
632,PLAN_UMSATZ_TV19_2024_02_korrigiert.csv,validate,warning,Verarbeitung mit Warnungen,Einige Zeilen wurden übersprungen,9,2024-04-17 13:57:39,49,
633,SONSTIGE_ANGEBOTE_TV10_2024_09.csv,validate,warning,Verarbeitung mit Warnungen,,15,2025-09-09 23:07:35,,2024-05-21 03:15:04
634,PLAN_UMSATZ_TV2_2024_06_final.csv,export,info,Verarbeitung gestartet,,59,2025-02-22 01:13:33,,
635,SONSTIGE_ANGEBOTE_TV6_2024_03_korrigiert.csv,aggregate,warning,Verarbeitung mit Warnungen,Einige Zeilen wurden übersprungen,,2025-12-03 05:08:35,13,
636,SONSTIGE_ANGEBOTE_TV4_2024_03_korrigiert.csv,export,info,Verarbeitung gestartet,,,2025-09-27 00:31:26,,
637,SONSTIGE_ANGEBOTE_TV19_2025_12_final.csv,export,info,Verarbeitung gestartet,,,2025-12-02 07:01:43,,
638,PLAN_UMSATZ_TV2_2024_06_final.csv,ingest,info,Verarbeitung gestartet,,17,2025-01-08 01:29:48,,
639,SONSTIGE_ANGEBOTE_TV14_2025_12_korrigiert.csv,aggregate,success,Verarbeitung erfolgreich,,,2025-03-22 04:34:14,,
640,PLAN_UMSATZ_TV20_2024_12_final.csv,ingest,info,Verarbeitung gestartet,,63,2025-06-16 20:24:57,16,
641,TICKET_VERKAEUFE_TV14_2024_01_testlauf.csv,aggregate,error,Verarbeitung fehlgeschlagen,Ticketcode unbekannt,72,2025-03-11 04:16:08,13,
642,SONSTIGE_ANGEBOTE_TV11_2024_11_testlauf.csv,ingest,info,Verarbeitung gestartet,,40,2024-12-17 23:29:41,,
643,PLAN_UMSATZ_TV17_2025_04.csv,ingest,warning,Verarbeitung mit Warnungen,Einige Zeilen wurden übersprungen,64,2024-02-17 19:31:53,27,2025-05-05 23:00:51
644,TICKET_VERKAEUFE_TV8_2025_01_testlauf.csv,aggregate,info,Verarbeitung gestartet,,80,2024-08-03 03:36:20,,
645,SONSTIGE_ANGEBOTE_TV3_2025_08_final.csv,validate,info,Verarbeitung gestartet,,22,2024-06-14 19:29:19,,
646,SONSTIGE_ANGEBOTE_TV8_2025_04.csv,export,info,Verarbeitung gestartet,,31,2024-02-15 06:28:07,10,2025-05-20 18:06:58
647,PLAN_UMSATZ_TV20_2025_08_korrigiert.csv,export,error,Verarbeitung fehlgeschlagen,PLZ ungültig,13,2025-11-15 03:18:30,72,
648,TICKET_VERKAEUFE_TV14_2024_01_testlauf.csv,aggregate,warning,Verarbeitung mit Warnungen,Einige Zeilen wurden übersprungen,,2024-05-17 22:31:20,,
649,SONSTIGE_ANGEBOTE_TV13_2025_01.csv,validate,info,Verarbeitung gestartet,,1,2025-06-18 16:38:00,20,2024-03-02 01:17:02
650,SONSTIGE_ANGEBOTE_TV4_2025_02_v1.csv,export,info,Verarbeitung gestartet,,46,2024-11-21 19:14:49,43,
651,TICKET_VERKAEUFE_TV10_2025_07_testlauf.csv,validate,success,Verarbeitung erfolgreich,,,2025-09-28 18:33:39,,
652,TICKET_VERKAEUFE_TV7_2025_11.csv,ingest,info,Verarbeitung gestartet,,62,2025-11-28 21:03:38,20,
653,TICKET_VERKAEUFE_TV10_2024_11_v1.csv,export,error,Verarbeitung fehlgeschlagen,PLZ ungültig,2,2025-01-21 12:41:06,,
654,PLAN_UMSATZ_TV8_2024_09_final.csv,validate,success,Verarbeitung erfolgreich,,56,2025-02-06 09:21:29,22,2025-01-21 19:43:44
655,SONSTIGE_ANGEBOTE_TV14_2024_12_v1.csv,ingest,warning,Verarbeitung mit Warnungen,,14,2025-04-28 06:27:13,15,
656,PLAN_UMSATZ_TV19_2024_02_korrigiert.csv,ingest,info,Verarbeitung gestartet,,8,2024-08-02 17:41:43,43,
657,SONSTIGE_ANGEBOTE_TV5_2025_07.csv,validate,warning,Verarbeitung mit Warnungen,Einige Zeilen wurden übersprungen,31,2025-05-18 06:38:35,,
658,PLAN_UMSATZ_TV4_2024_11.csv,aggregate,info,Verarbeitung gestartet,,47,2024-09-06 09:19:21,,
659,PLAN_UMSATZ_TV17_2025_05.csv,aggregate,warning,Verarbeitung mit Warnungen,Einige Zeilen wurden übersprungen,61,2024-10-06 07:58:19,,
660,TICKET_VERKAEUFE_TV18_2025_01.csv,validate,info,Verarbeitung gestartet,,60,2025-08-05 12:41:54,,
661,PLAN_UMSATZ_TV8_2025_05_final.csv,aggregate,info,Verarbeitung gestartet,,54,2025-09-30 23:15:53,36,
662,TICKET_VERKAEUFE_TV13_2025_02_v1.csv,aggregate,success,Verarbeitung erfolgreich,,,2025-08-11 11:02:11,73,
663,TICKET_VERKAEUFE_TV16_2024_05_v1.csv,validate,warning,Verarbeitung mit Warnungen,,,2024-11-13 17:42:07,,2025-05-29 16:22:40
664,SONSTIGE_ANGEBOTE_TV7_2024_08_v1.csv,export,info,Verarbeitung gestartet,,50,2025-02-27 18:48:16,,
665,PLAN_UMSATZ_TV5_2024_05.csv,export,info,Verarbeitung gestartet,,35,2025-08-22 00:17:13,75,2024-10-06 15:40:23
666,PLAN_UMSATZ_TV1_2025_06_final.csv,validate,info,Verarbeitung gestartet,,,2025-10-02 17:36:16,36,
667,SONSTIGE_ANGEBOTE_TV9_2024_07_v1.csv,aggregate,warning,Verarbeitung mit Warnungen,Einige Zeilen wurden übersprungen,68,2024-10-29 05:56:46,77,2024-05-12 12:38:58
668,SONSTIGE_ANGEBOTE_TV20_2024_02_v1.csv,ingest,info,Verarbeitung gestartet,,79,2024-10-17 06:32:32,31,
669,SONSTIGE_ANGEBOTE_TV19_2025_12_final.csv,aggregate,info,Verarbeitung gestartet,,54,2025-01-19 09:01:44,,2024-09-09 20:13:39
670,TICKET_VERKAEUFE_TV14_2024_02.csv,export,warning,Verarbeitung mit Warnungen,,60,2024-10-16 17:46:47,,
671,SONSTIGE_ANGEBOTE_TV4_2024_10_final.csv,ingest,warning,Verarbeitung mit Warnungen,Einige Zeilen wurden übersprungen,79,2024-09-07 16:00:11,,
672,SONSTIGE_ANGEBOTE_TV4_2024_10_final.csv,ingest,warning,Verarbeitung mit Warnungen,Einige Zeilen wurden übersprungen,6,2024-02-28 23:30:34,75,
673,PLAN_UMSATZ_TV18_2025_06.csv,aggregate,info,Verarbeitung gestartet,,,2025-11-19 15:58:09,,
674,SONSTIGE_ANGEBOTE_TV12_2024_10_v1.csv,validate,warning,Verarbeitung mit Warnungen,Einige Zeilen wurden übersprungen,,2024-01-30 14:22:44,48,
675,PLAN_UMSATZ_TV17_2025_08_testlauf.csv,ingest,info,Verarbeitung gestartet,,17,2024-10-24 21:56:50,,
676,SONSTIGE_ANGEBOTE_TV5_2025_02.csv,aggregate,info,Verarbeitung gestartet,,37,2025-06-13 12:55:49,79,
677,PLAN_UMSATZ_TV2_2025_04_testlauf.csv,export,warning,Verarbeitung mit Warnungen,Einige Zeilen wurden übersprungen,61,2025-06-23 06:43:58,,
678,SONSTIGE_ANGEBOTE_TV18_2025_09_v1.csv,export,info,Verarbeitung gestartet,,39,2025-12-07 21:13:52,13,2024-05-14 18:27:19
679,TICKET_VERKAEUFE_TV11_2025_02.csv,aggregate,info,Verarbeitung gestartet,,19,2024-03-11 13:52:46,,
680,TICKET_VERKAEUFE_TV18_2025_04.csv,validate,info,Verarbeitung gestartet,,70,2025-06-03 19:27:55,,
681,SONSTIGE_ANGEBOTE_TV4_2025_06.csv,validate,success,Verarbeitung erfolgreich,,40,2025-10-20 08:34:41,,2025-02-24 10:37:28
682,SONSTIGE_ANGEBOTE_TV5_2025_06.csv,ingest,info,Verarbeitung gestartet,,42,2024-10-18 09:25:03,,
683,PLAN_UMSATZ_TV7_2025_06.csv,export,info,Verarbeitung gestartet,,9,2025-01-04 01:28:50,38,2025-04-09 04:33:28
684,PLAN_UMSATZ_TV10_2024_05.csv,aggregate,info,Verarbeitung gestartet,,19,2024-08-14 08:50:34,68,
685,PLAN_UMSATZ_TV1_2024_05_final.csv,export,warning,Verarbeitung mit Warnungen,,15,2025-06-25 17:40:19,,
686,SONSTIGE_ANGEBOTE_TV20_2025_06_final.csv,validate,warning,Verarbeitung mit Warnungen,,,2025-07-10 17:29:01,63,
687,TICKET_VERKAEUFE_TV14_2025_06_v1.csv,export,info,Verarbeitung gestartet,,67,2024-06-16 04:01:02,14,2025-02-04 23:15:46
688,PLAN_UMSATZ_TV18_2024_08_korrigiert.csv,export,info,Verarbeitung gestartet,,39,2025-03-14 04:36:05,,
689,TICKET_VERKAEUFE_TV9_2025_10_final.csv,aggregate,info,Verarbeitung gestartet,,23,2025-03-22 19:05:20,,2024-07-03 23:38:24
690,SONSTIGE_ANGEBOTE_TV9_2024_07_v1.csv,aggregate,warning,Verarbeitung mit Warnungen,Einige Zeilen wurden übersprungen,66,2025-09-25 03:43:27,21,2025-10-23 02:45:01
691,SONSTIGE_ANGEBOTE_TV7_2025_02_final.csv,validate,success,Verarbeitung erfolgreich,,23,2025-10-20 20:05:33,27,2025-01-31 10:50:15
692,TICKET_VERKAEUFE_TV2_2024_06_final.csv,ingest,info,Verarbeitung gestartet,,49,2024-10-07 18:21:43,,2024-09-24 06:31:40
693,PLAN_UMSATZ_TV12_2024_02_final.csv,aggregate,success,Verarbeitung erfolgreich,,,2024-02-22 03:29:03,,
694,PLAN_UMSATZ_TV5_2024_05.csv,validate,info,Verarbeitung gestartet,,45,2025-03-05 11:37:37,13,2025-03-13 00:20:53
695,PLAN_UMSATZ_TV8_2024_02_testlauf.csv,aggregate,warning,Verarbeitung mit Warnungen,Einige Zeilen wurden übersprungen,,2024-02-17 20:22:42,,2024-10-10 09:25:45
696,TICKET_VERKAEUFE_TV2_2024_11_testlauf.csv,aggregate,success,Verarbeitung erfolgreich,,,2024-12-21 14:23:27,,
697,TICKET_VERKAEUFE_TV12_2024_05_final.csv,aggregate,info,Verarbeitung gestartet,,,2024-11-07 07:32:43,,2025-11-22 11:23:12
698,PLAN_UMSATZ_TV5_2024_01_korrigiert.csv,export,warning,Verarbeitung mit Warnungen,,,2024-03-12 02:18:16,,
699,PLAN_UMSATZ_TV6_2025_07_final.csv,ingest,warning,Verarbeitung mit Warnungen,,,2025-09-11 08:27:28,,
700,TICKET_VERKAEUFE_TV14_2024_02.csv,ingest,warning,Verarbeitung mit Warnungen,Einige Zeilen wurden übersprungen,35,2025-04-23 06:01:23,,2024-09-05 07:57:58
701,TICKET_VERKAEUFE_TV8_2024_04.csv,aggregate,error,Verarbeitung fehlgeschlagen,PLZ ungültig,55,2024-06-07 04:49:15,,2024-10-22 01:22:21
702,PLAN_UMSATZ_TV20_2025_02.csv,validate,error,Verarbeitung fehlgeschlagen,Ticketcode unbekannt,23,2025-10-26 22:55:07,49,
703,PLAN_UMSATZ_TV11_2025_04.csv,aggregate,info,Verarbeitung gestartet,,19,2024-01-04 05:26:59,,2024-09-20 01:21:27
704,TICKET_VERKAEUFE_TV8_2024_04.csv,aggregate,info,Verarbeitung gestartet,,14,2024-10-18 13:26:53,,
705,TICKET_VERKAEUFE_TV6_2025_06_korrigiert.csv,validate,warning,Verarbeitung mit Warnungen,Einige Zeilen wurden übersprungen,48,2025-03-28 04:28:42,58,
706,SONSTIGE_ANGEBOTE_TV13_2025_05_v1.csv,aggregate,error,Verarbeitung fehlgeschlagen,Ticketcode unbekannt,46,2024-09-02 03:15:57,,2025-10-16 14:55:12
707,SONSTIGE_ANGEBOTE_TV7_2024_08_v1.csv,ingest,info,Verarbeitung gestartet,,51,2025-12-29 08:31:30,67,
708,SONSTIGE_ANGEBOTE_TV7_2024_06_v1.csv,export,info,Verarbeitung gestartet,,30,2025-05-27 01:56:35,,
709,PLAN_UMSATZ_TV18_2024_08_korrigiert.csv,validate,warning,Verarbeitung mit Warnungen,Einige Zeilen wurden übersprungen,5,2024-08-08 15:32:09,68,
710,TICKET_VERKAEUFE_TV8_2024_04.csv,ingest,info,Verarbeitung gestartet,,32,2024-08-16 08:16:26,,2024-03-05 04:25:06
711,PLAN_UMSATZ_TV2_2025_04_testlauf.csv,validate,info,Verarbeitung gestartet,,9,2024-10-26 08:18:01,,
712,SONSTIGE_ANGEBOTE_TV9_2024_07_v1.csv,aggregate,info,Verarbeitung gestartet,,25,2024-09-09 12:46:22,,2024-08-19 18:36:45
713,PLAN_UMSATZ_TV6_2025_08.csv,export,warning,Verarbeitung mit Warnungen,Einige Zeilen wurden übersprungen,15,2025-03-20 16:33:08,13,
714,TICKET_VERKAEUFE_TV10_2025_07_testlauf.csv,export,error,Verarbeitung fehlgeschlagen,Pflichtfeld fehlt,,2025-12-14 20:18:18,,2024-06-29 05:39:19
715,TICKET_VERKAEUFE_TV12_2024_03_testlauf.csv,export,error,Verarbeitung fehlgeschlagen,PLZ ungültig,40,2024-05-15 08:47:51,75,
716,SONSTIGE_ANGEBOTE_TV1_2025_05.csv,validate,warning,Verarbeitung mit Warnungen,,36,2025-08-26 11:54:28,,
717,PLAN_UMSATZ_TV7_2024_12.csv,export,info,Verarbeitung gestartet,,21,2025-08-01 14:38:38,4,2025-05-12 10:04:24
718,SONSTIGE_ANGEBOTE_TV8_2025_09.csv,export,info,Verarbeitung gestartet,,,2024-02-13 08:48:13,,
719,SONSTIGE_ANGEBOTE_TV8_2025_01.csv,ingest,info,Verarbeitung gestartet,,8,2025-03-17 15:09:43,,
720,PLAN_UMSATZ_TV5_2025_12.csv,aggregate,success,Verarbeitung erfolgreich,,,2024-01-10 07:09:47,,
721,PLAN_UMSATZ_TV13_2025_11.csv,aggregate,info,Verarbeitung gestartet,,45,2025-01-15 18:07:23,5,2024-12-17 07:58:15
722,PLAN_UMSATZ_TV18_2025_05.csv,validate,info,Verarbeitung gestartet,,59,2025-06-05 07:37:01,,
723,SONSTIGE_ANGEBOTE_TV19_2025_04.csv,aggregate,success,Verarbeitung erfolgreich,,2,2025-06-24 21:13:50,,
724,TICKET_VERKAEUFE_TV7_2024_01.csv,export,success,Verarbeitung erfolgreich,,62,2024-04-14 15:01:02,,
725,SONSTIGE_ANGEBOTE_TV11_2025_08_final.csv,ingest,success,Verarbeitung erfolgreich,,56,2025-04-16 07:21:39,,
726,TICKET_VERKAEUFE_TV4_2024_10.csv,aggregate,info,Verarbeitung gestartet,,33,2025-08-13 11:17:20,,
727,PLAN_UMSATZ_TV1_2024_05_final.csv,validate,info,Verarbeitung gestartet,,4,2024-08-17 18:07:29,,
728,PLAN_UMSATZ_TV5_2024_06_testlauf.csv,export,info,Verarbeitung gestartet,,27,2025-10-19 20:41:42,,2025-10-10 01:18:08
729,PLAN_UMSATZ_TV7_2025_06.csv,export,success,Verarbeitung erfolgreich,,,2024-02-22 01:04:15,64,
730,PLAN_UMSATZ_TV17_2025_02.csv,ingest,info,Verarbeitung gestartet,,54,2024-07-24 09:56:24,,2025-11-14 04:15:05
731,SONSTIGE_ANGEBOTE_TV1_2025_08_korrigiert.csv,export,info,Verarbeitung gestartet,,,2025-07-05 04:59:33,66,
